LSOA21CD,LSOA21NM,LAD23CD,LAD23NM,ObjectId,utla_name
E01019854,South Derbyshire 006C,E07000039,South Derbyshire,10622,Derbyshire
E01019855,South Derbyshire 006D,E07000039,South Derbyshire,10623,Derbyshire
E01019856,South Derbyshire 007B,E07000039,South Derbyshire,10624,Derbyshire
E01019857,South Derbyshire 007C,E07000039,South Derbyshire,10625,Derbyshire
E01019858,South Derbyshire 007D,E07000039,South Derbyshire,10626,Derbyshire
E01019859,South Derbyshire 007E,E07000039,South Derbyshire,10627,Derbyshire
E01019860,South Derbyshire 008A,E07000039,South Derbyshire,10628,Derbyshire
E01019861,South Derbyshire 008B,E07000039,South Derbyshire,10629,Derbyshire
E01019862,South Derbyshire 008C,E07000039,South Derbyshire,10630,Derbyshire
E01019863,South Derbyshire 008D,E07000039,South Derbyshire,10631,Derbyshire
E01019864,South Derbyshire 008E,E07000039,South Derbyshire,10632,Derbyshire
E01019865,South Derbyshire 008F,E07000039,South Derbyshire,10633,Derbyshire
E01019866,South Derbyshire 001D,E07000039,South Derbyshire,10634,Derbyshire
E01019867,South Derbyshire 005A,E07000039,South Derbyshire,10635,Derbyshire
E01019868,South Derbyshire 005B,E07000039,South Derbyshire,10636,Derbyshire
E01019869,South Derbyshire 005C,E07000039,South Derbyshire,10637,Derbyshire
E01019870,South Derbyshire 011D,E07000039,South Derbyshire,10638,Derbyshire
E01019871,South Derbyshire 011E,E07000039,South Derbyshire,10639,Derbyshire
E01019872,South Derbyshire 011F,E07000039,South Derbyshire,10640,Derbyshire
E01019873,South Derbyshire 003A,E07000039,South Derbyshire,10641,Derbyshire
E01019874,South Derbyshire 003B,E07000039,South Derbyshire,10642,Derbyshire
E01019875,South Derbyshire 003C,E07000039,South Derbyshire,10643,Derbyshire
E01019876,South Derbyshire 009A,E07000039,South Derbyshire,10644,Derbyshire
E01019877,South Derbyshire 009B,E07000039,South Derbyshire,10645,Derbyshire
E01019878,South Derbyshire 009C,E07000039,South Derbyshire,10646,Derbyshire
E01019879,South Derbyshire 009D,E07000039,South Derbyshire,10647,Derbyshire
E01019880,South Derbyshire 005D,E07000039,South Derbyshire,10648,Derbyshire
E01019882,South Derbyshire 003E,E07000039,South Derbyshire,10649,Derbyshire
E01019885,South Derbyshire 013C,E07000039,South Derbyshire,10650,Derbyshire
E01033532,South Derbyshire 002F,E07000039,South Derbyshire,10651,Derbyshire
E01033533,South Derbyshire 002G,E07000039,South Derbyshire,10652,Derbyshire
E01033534,South Derbyshire 002H,E07000039,South Derbyshire,10653,Derbyshire
E01033535,South Derbyshire 013D,E07000039,South Derbyshire,10654,Derbyshire
E01033536,South Derbyshire 012D,E07000039,South Derbyshire,10655,Derbyshire
E01033537,South Derbyshire 012E,E07000039,South Derbyshire,10656,Derbyshire
E01019540,Chesterfield 009B,E07000034,Chesterfield,10657,Derbyshire
E01019592,Chesterfield 011E,E07000034,Chesterfield,10658,Derbyshire
E01019738,High Peak 003A,E07000037,High Peak,10659,Derbyshire
E01019739,High Peak 003B,E07000037,High Peak,10660,Derbyshire
E01019740,High Peak 003C,E07000037,High Peak,10661,Derbyshire
E01019741,High Peak 013I,E07000037,High Peak,10662,Derbyshire
E01019742,High Peak 013D,E07000037,High Peak,10663,Derbyshire
E01019743,High Peak 006C,E07000037,High Peak,10664,Derbyshire
E01019744,High Peak 006D,E07000037,High Peak,10665,Derbyshire
E01019745,High Peak 006E,E07000037,High Peak,10666,Derbyshire
E01019746,High Peak 005A,E07000037,High Peak,10667,Derbyshire
E01019747,High Peak 005B,E07000037,High Peak,10668,Derbyshire
E01019748,High Peak 005C,E07000037,High Peak,10669,Derbyshire
E01019749,High Peak 004B,E07000037,High Peak,10670,Derbyshire
E01019750,High Peak 003D,E07000037,High Peak,10671,Derbyshire
E01019751,High Peak 003E,E07000037,High Peak,10672,Derbyshire
E01019752,High Peak 001B,E07000037,High Peak,10673,Derbyshire
E01019753,High Peak 001C,E07000037,High Peak,10674,Derbyshire
E01019754,High Peak 004C,E07000037,High Peak,10675,Derbyshire
E01019755,High Peak 005D,E07000037,High Peak,10676,Derbyshire
E01019756,High Peak 004D,E07000037,High Peak,10677,Derbyshire
E01019757,High Peak 004E,E07000037,High Peak,10678,Derbyshire
E01019758,High Peak 004F,E07000037,High Peak,10679,Derbyshire
E01019759,High Peak 011C,E07000037,High Peak,10680,Derbyshire
E01019760,High Peak 011D,E07000037,High Peak,10681,Derbyshire
E01019761,High Peak 011E,E07000037,High Peak,10682,Derbyshire
E01019762,High Peak 012D,E07000037,High Peak,10683,Derbyshire
E01019763,High Peak 001D,E07000037,High Peak,10684,Derbyshire
E01019764,High Peak 008C,E07000037,High Peak,10685,Derbyshire
E01019765,High Peak 008D,E07000037,High Peak,10686,Derbyshire
E01019766,High Peak 005E,E07000037,High Peak,10687,Derbyshire
E01019767,High Peak 008E,E07000037,High Peak,10688,Derbyshire
E01019768,High Peak 003F,E07000037,High Peak,10689,Derbyshire
E01019769,North East Derbyshire 010A,E07000038,North East Derbyshire,10690,Derbyshire
E01019770,North East Derbyshire 005A,E07000038,North East Derbyshire,10691,Derbyshire
E01019771,North East Derbyshire 008A,E07000038,North East Derbyshire,10692,Derbyshire
E01019772,North East Derbyshire 008B,E07000038,North East Derbyshire,10693,Derbyshire
E01019774,North East Derbyshire 010B,E07000038,North East Derbyshire,10694,Derbyshire
E01019775,North East Derbyshire 012B,E07000038,North East Derbyshire,10695,Derbyshire
E01019776,North East Derbyshire 012C,E07000038,North East Derbyshire,10696,Derbyshire
E01019777,North East Derbyshire 012D,E07000038,North East Derbyshire,10697,Derbyshire
E01019778,North East Derbyshire 002A,E07000038,North East Derbyshire,10698,Derbyshire
E01019779,North East Derbyshire 002B,E07000038,North East Derbyshire,10699,Derbyshire
E01019780,North East Derbyshire 004A,E07000038,North East Derbyshire,10700,Derbyshire
E01019781,North East Derbyshire 004B,E07000038,North East Derbyshire,10701,Derbyshire
E01019782,North East Derbyshire 004C,E07000038,North East Derbyshire,10702,Derbyshire
E01019783,North East Derbyshire 006A,E07000038,North East Derbyshire,10703,Derbyshire
E01019784,North East Derbyshire 006B,E07000038,North East Derbyshire,10704,Derbyshire
E01019785,North East Derbyshire 006C,E07000038,North East Derbyshire,10705,Derbyshire
E01019786,North East Derbyshire 004D,E07000038,North East Derbyshire,10706,Derbyshire
E01019787,North East Derbyshire 005B,E07000038,North East Derbyshire,10707,Derbyshire
E01019593,Chesterfield 011F,E07000034,Chesterfield,10708,Derbyshire
E01019541,Chesterfield 004A,E07000034,Chesterfield,10709,Derbyshire
E01019542,Chesterfield 004B,E07000034,Chesterfield,10710,Derbyshire
E01019543,Chesterfield 004C,E07000034,Chesterfield,10711,Derbyshire
E01019544,Chesterfield 004D,E07000034,Chesterfield,10712,Derbyshire
E01019545,Chesterfield 012A,E07000034,Chesterfield,10713,Derbyshire
E01019546,Chesterfield 012B,E07000034,Chesterfield,10714,Derbyshire
E01019547,Chesterfield 012C,E07000034,Chesterfield,10715,Derbyshire
E01019548,Chesterfield 012D,E07000034,Chesterfield,10716,Derbyshire
E01019549,Chesterfield 006A,E07000034,Chesterfield,10717,Derbyshire
E01019550,Chesterfield 006B,E07000034,Chesterfield,10718,Derbyshire
E01019551,Chesterfield 006C,E07000034,Chesterfield,10719,Derbyshire
E01019552,Chesterfield 006D,E07000034,Chesterfield,10720,Derbyshire
E01019553,Chesterfield 003E,E07000034,Chesterfield,10721,Derbyshire
E01019554,Chesterfield 010B,E07000034,Chesterfield,10722,Derbyshire
E01019555,Chesterfield 009C,E07000034,Chesterfield,10723,Derbyshire
E01019556,Chesterfield 010C,E07000034,Chesterfield,10724,Derbyshire
E01019557,Chesterfield 008A,E07000034,Chesterfield,10725,Derbyshire
E01019558,Chesterfield 008B,E07000034,Chesterfield,10726,Derbyshire
E01019559,Chesterfield 008C,E07000034,Chesterfield,10727,Derbyshire
E01019560,Chesterfield 008D,E07000034,Chesterfield,10728,Derbyshire
E01019561,Chesterfield 008E,E07000034,Chesterfield,10729,Derbyshire
E01019562,Chesterfield 008F,E07000034,Chesterfield,10730,Derbyshire
E01019563,Chesterfield 002A,E07000034,Chesterfield,10731,Derbyshire
E01019564,Chesterfield 002B,E07000034,Chesterfield,10732,Derbyshire
E01019565,Chesterfield 002C,E07000034,Chesterfield,10733,Derbyshire
E01019566,Chesterfield 002D,E07000034,Chesterfield,10734,Derbyshire
E01019567,Chesterfield 006E,E07000034,Chesterfield,10735,Derbyshire
E01019568,Chesterfield 002E,E07000034,Chesterfield,10736,Derbyshire
E01019569,Chesterfield 007B,E07000034,Chesterfield,10737,Derbyshire
E01019570,Chesterfield 007C,E07000034,Chesterfield,10738,Derbyshire
E01019571,Chesterfield 004E,E07000034,Chesterfield,10739,Derbyshire
E01019572,Chesterfield 001C,E07000034,Chesterfield,10740,Derbyshire
E01019573,Chesterfield 001D,E07000034,Chesterfield,10741,Derbyshire
E01019574,Chesterfield 001E,E07000034,Chesterfield,10742,Derbyshire
E01019575,Chesterfield 013A,E07000034,Chesterfield,10743,Derbyshire
E01019576,Chesterfield 013B,E07000034,Chesterfield,10744,Derbyshire
E01019577,Chesterfield 013C,E07000034,Chesterfield,10745,Derbyshire
E01019578,Chesterfield 013D,E07000034,Chesterfield,10746,Derbyshire
E01019579,Chesterfield 010D,E07000034,Chesterfield,10747,Derbyshire
E01019580,Chesterfield 007D,E07000034,Chesterfield,10748,Derbyshire
E01019581,Chesterfield 007E,E07000034,Chesterfield,10749,Derbyshire
E01019582,Chesterfield 012E,E07000034,Chesterfield,10750,Derbyshire
E01019583,Chesterfield 012F,E07000034,Chesterfield,10751,Derbyshire
E01019585,Chesterfield 012G,E07000034,Chesterfield,10752,Derbyshire
E01019586,Chesterfield 011A,E07000034,Chesterfield,10753,Derbyshire
E01019587,Chesterfield 011B,E07000034,Chesterfield,10754,Derbyshire
E01019588,Chesterfield 011C,E07000034,Chesterfield,10755,Derbyshire
E01033387,Chesterfield 010F,E07000034,Chesterfield,10756,Derbyshire
E01033388,Chesterfield 010G,E07000034,Chesterfield,10757,Derbyshire
E01019594,Derbyshire Dales 009A,E07000035,Derbyshire Dales,10758,Derbyshire
E01019595,Derbyshire Dales 008A,E07000035,Derbyshire Dales,10759,Derbyshire
E01019596,Derbyshire Dales 009B,E07000035,Derbyshire Dales,10760,Derbyshire
E01019597,Derbyshire Dales 009C,E07000035,Derbyshire Dales,10761,Derbyshire
E01019598,Derbyshire Dales 009D,E07000035,Derbyshire Dales,10762,Derbyshire
E01019599,Derbyshire Dales 011B,E07000035,Derbyshire Dales,10763,Derbyshire
E01019600,Derbyshire Dales 002A,E07000035,Derbyshire Dales,10764,Derbyshire
E01019601,Derbyshire Dales 011A,E07000035,Derbyshire Dales,10765,Derbyshire
E01019602,Derbyshire Dales 001A,E07000035,Derbyshire Dales,10766,Derbyshire
E01019603,Derbyshire Dales 010A,E07000035,Derbyshire Dales,10767,Derbyshire
E01019604,Derbyshire Dales 002B,E07000035,Derbyshire Dales,10768,Derbyshire
E01019605,Derbyshire Dales 008B,E07000035,Derbyshire Dales,10769,Derbyshire
E01019606,Derbyshire Dales 002C,E07000035,Derbyshire Dales,10770,Derbyshire
E01019607,Derbyshire Dales 010B,E07000035,Derbyshire Dales,10771,Derbyshire
E01019608,Derbyshire Dales 011G,E07000035,Derbyshire Dales,10772,Derbyshire
E01019609,Derbyshire Dales 005A,E07000035,Derbyshire Dales,10773,Derbyshire
E01019610,Derbyshire Dales 011D,E07000035,Derbyshire Dales,10774,Derbyshire
E01019611,Derbyshire Dales 008C,E07000035,Derbyshire Dales,10775,Derbyshire
E01019612,Derbyshire Dales 010C,E07000035,Derbyshire Dales,10776,Derbyshire
E01019613,Derbyshire Dales 011C,E07000035,Derbyshire Dales,10777,Derbyshire
E01019614,Derbyshire Dales 001B,E07000035,Derbyshire Dales,10778,Derbyshire
E01019615,Derbyshire Dales 001C,E07000035,Derbyshire Dales,10779,Derbyshire
E01019616,Derbyshire Dales 008D,E07000035,Derbyshire Dales,10780,Derbyshire
E01019617,Derbyshire Dales 011F,E07000035,Derbyshire Dales,10781,Derbyshire
E01019618,Derbyshire Dales 002D,E07000035,Derbyshire Dales,10782,Derbyshire
E01019619,Derbyshire Dales 006A,E07000035,Derbyshire Dales,10783,Derbyshire
E01019620,Derbyshire Dales 006B,E07000035,Derbyshire Dales,10784,Derbyshire
E01019621,Derbyshire Dales 005B,E07000035,Derbyshire Dales,10785,Derbyshire
E01019622,Derbyshire Dales 005C,E07000035,Derbyshire Dales,10786,Derbyshire
E01019623,Derbyshire Dales 006C,E07000035,Derbyshire Dales,10787,Derbyshire
E01019624,Derbyshire Dales 005D,E07000035,Derbyshire Dales,10788,Derbyshire
E01019625,Derbyshire Dales 006D,E07000035,Derbyshire Dales,10789,Derbyshire
E01019626,Derbyshire Dales 006E,E07000035,Derbyshire Dales,10790,Derbyshire
E01019627,Derbyshire Dales 005E,E07000035,Derbyshire Dales,10791,Derbyshire
E01019628,Derbyshire Dales 005F,E07000035,Derbyshire Dales,10792,Derbyshire
E01019629,Derbyshire Dales 010D,E07000035,Derbyshire Dales,10793,Derbyshire
E01019630,Derbyshire Dales 011E,E07000035,Derbyshire Dales,10794,Derbyshire
E01019631,Derbyshire Dales 001D,E07000035,Derbyshire Dales,10795,Derbyshire
E01019632,Derbyshire Dales 006F,E07000035,Derbyshire Dales,10796,Derbyshire
E01019633,Derbyshire Dales 007A,E07000035,Derbyshire Dales,10797,Derbyshire
E01019634,Derbyshire Dales 007B,E07000035,Derbyshire Dales,10798,Derbyshire
E01019635,Derbyshire Dales 007C,E07000035,Derbyshire Dales,10799,Derbyshire
E01019636,Derbyshire Dales 007D,E07000035,Derbyshire Dales,10800,Derbyshire
